Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Price Range,Price Change %,Turnover per Trade,Anomaly,Year
2005-09-08,RELIANCE,EQ,728.9,734.0,745.5,733.35,738.0,738.65,740.41,5309545,393124958715000.0,0.0,2227066.0,0.4194,12.149999999999977,0.6335149863760187,0.0,0,2005
2005-09-09,RELIANCE,EQ,738.65,740.0,745.0,734.6,743.0,741.65,741.28,4094641,303527871570000.0,0.0,1674499.0,0.4089,10.399999999999977,0.22297297297296992,0.0,0,2005
2005-09-12,RELIANCE,EQ,741.65,745.25,753.9,744.15,753.3,752.5,749.55,3770214,282596093995000.0,0.0,1817744.0,0.4821,9.75,0.9728279100972829,0.0,0,2005
2005-09-13,RELIANCE,EQ,752.5,753.0,759.45,749.95,751.0,752.3,755.13,5456619,412046089575000.0,0.0,2730607.0,0.5004,9.5,-0.09296148738380418,0.0,0,2005
2005-09-14,RELIANCE,EQ,752.3,750.0,756.0,736.55,742.9,740.95,745.95,4240354,316307548935000.0,0.0,1025355.0,0.2418,19.450000000000045,-1.2066666666666606,0.0,0,2005
2005-09-15,RELIANCE,EQ,740.95,741.5,763.95,735.1,762.25,760.8,754.14,5435200,409890996380000.0,0.0,1688251.0,0.3106,28.850000000000023,2.6028320971004657,0.0,0,2005
2005-09-16,RELIANCE,EQ,760.8,763.95,767.85,755.95,761.7,764.05,762.36,3903180,297561627705000.0,0.0,1221909.0,0.3131,11.899999999999977,0.013089861901945029,0.0,0,2005
2005-09-19,RELIANCE,EQ,764.05,774.4,840.0,758.0,764.5,764.2,762.8,3850409,293708629705000.0,0.0,1909935.0,0.496,82.0,-1.3171487603305698,0.0,0,2005
2005-09-20,RELIANCE,EQ,764.2,765.0,781.0,756.0,780.55,777.95,769.62,9665891,743902314855000.0,0.0,3840397.0,0.3973,25.0,1.6928104575163458,0.0,0,2005
2005-09-21,RELIANCE,EQ,777.95,780.0,785.0,750.0,782.5,782.25,771.62,11453566,883785189160000.0,0.0,3442555.0,0.3006,35.0,0.2884615384615385,0.0,0,2005
2005-09-22,RELIANCE,EQ,782.25,784.0,784.0,750.0,757.0,754.45,767.74,8411554,645786989355000.0,0.0,2242162.0,0.2666,34.0,-3.7691326530612193,0.0,0,2005
2005-09-23,RELIANCE,EQ,754.45,768.0,768.0,739.1,748.0,747.75,752.07,10567094,794722021270000.0,0.0,3527603.0,0.3338,28.899999999999977,-2.63671875,0.0,0,2005
2005-09-26,RELIANCE,EQ,747.75,750.0,783.5,750.0,783.0,780.25,770.59,6457657,497619875760000.06,0.0,2044291.0,0.3166,33.5,4.033333333333333,0.0,0,2005
2005-09-27,RELIANCE,EQ,780.25,789.9,796.0,780.05,786.25,788.0,788.65,7123069,561763449185000.06,0.0,1437354.0,0.2018,15.950000000000045,-0.24053677680718788,0.0,0,2005
2005-09-28,RELIANCE,EQ,788.0,790.0,803.65,785.0,802.65,800.45,794.26,6978287,554257883895000.0,0.0,1927911.0,0.2763,18.649999999999977,1.322784810126588,0.0,0,2005
2005-09-29,RELIANCE,EQ,800.45,800.0,813.4,800.0,807.15,808.3,807.47,7138866,576443439585000.0,0.0,2480259.0,0.3474,13.399999999999977,1.0374999999999943,0.0,0,2005
2005-09-30,RELIANCE,EQ,808.3,806.0,809.9,781.0,792.0,793.55,793.62,8637061,685457662615000.0,0.0,2399743.0,0.2778,28.899999999999977,-1.5446650124069534,0.0,0,2005
2005-10-03,RELIANCE,EQ,793.55,785.0,802.8,785.0,794.6,794.25,795.67,4808345,382586738390000.0,0.0,1919226.0,0.3990999999999999,17.799999999999955,1.1783439490445862,0.0,0,2005
2005-10-04,RELIANCE,EQ,794.25,796.0,808.9,794.3,806.75,806.65,801.94,4333679,347533728060000.0,0.0,1610919.0,0.3717,14.600000000000023,1.3379396984924594,0.0,0,2005
2005-10-05,RELIANCE,EQ,806.65,808.0,809.9,798.05,803.0,802.05,803.02,3850439,309197381900000.0,0.0,906808.0,0.2355,11.850000000000023,-0.736386138613867,0.0,0,2005
2005-10-06,RELIANCE,EQ,802.05,800.0,800.0,786.9,792.2,790.85,792.57,5972187,473335982760000.06,0.0,1957901.0,0.3278,13.100000000000023,-1.1437499999999972,0.0,0,2005
2005-10-07,RELIANCE,EQ,790.85,794.95,794.95,775.7,787.0,788.4,787.71,7983593,628874627560000.0,0.0,2752920.0,0.3448,19.25,-0.8239511918988701,0.0,0,2005
2005-10-10,RELIANCE,EQ,788.4,789.0,792.9,780.3,781.9,782.95,785.9,3714985,291959044310000.0,0.0,940293.0,0.2531,12.600000000000023,-0.7667934093789549,0.0,0,2005
2005-10-11,RELIANCE,EQ,782.95,787.0,790.8,772.0,787.65,788.8,782.97,3792221,296919817850000.0,0.0,556835.0,0.1468,18.799999999999955,0.22871664548919374,0.0,0,2005
2005-10-13,RELIANCE,EQ,788.8,785.7,792.9,773.1,774.15,775.25,782.74,6041247,472870170925000.0,0.0,1796684.0,0.2974,19.799999999999955,-1.3300241822578651,0.0,0,2005
2005-10-14,RELIANCE,EQ,775.25,775.0,777.4,761.5,762.5,763.85,768.72,7304047,561479052615000.0,0.0,2301563.0,0.3151,15.899999999999977,-1.438709677419352,0.0,0,2005
2005-10-17,RELIANCE,EQ,763.85,777.4,779.8,759.05,771.25,771.0,768.63,6224636,478443069845000.0,0.0,1536728.0,0.2469,20.75,-0.8232570105479776,0.0,0,2005
2005-10-18,RELIANCE,EQ,771.0,777.35,781.4,748.5,750.9,756.45,768.44,6281160,482667567885000.06,0.0,1935464.0,0.3081,32.89999999999998,-2.6886215990223166,0.0,0,2005
2005-10-19,RELIANCE,EQ,756.45,750.15,757.8,735.0,747.55,747.3,748.08,8752227,654738742075000.0,0.0,2945676.0,0.3365999999999999,22.799999999999955,-0.37992401519696367,0.0,0,2005
2005-10-20,RELIANCE,EQ,747.3,755.0,765.9,737.05,753.0,748.15,749.22,7606407,569889509845000.0,0.0,2236387.0,0.294,28.850000000000023,-0.9072847682119235,0.0,0,2005
2005-10-21,RELIANCE,EQ,748.15,754.0,773.0,743.25,770.2,771.2,759.0,9503506,721317729820000.0,0.0,3328884.0,0.3503,29.75,2.2811671087533214,0.0,0,2005
2005-10-24,RELIANCE,EQ,771.2,770.2,775.45,754.0,760.0,757.1,763.05,4880214,372385720130000.0,0.0,1575794.0,0.3229,21.450000000000045,-1.7008569202804495,0.0,0,2005
2005-10-25,RELIANCE,EQ,757.1,761.05,779.4,760.05,766.0,767.6,770.0,5018390,386414222690000.0,0.0,1239591.0,0.247,19.350000000000023,0.8606530451350198,0.0,0,2005
2005-10-26,RELIANCE,EQ,767.6,769.9,774.9,761.35,763.5,763.55,767.62,4221317,324037540145000.0,0.0,1218834.0,0.2887,13.549999999999955,-0.8247824392778312,0.0,0,2005
2005-10-27,RELIANCE,EQ,763.55,766.0,769.8,745.15,748.0,750.3,758.63,10620859,805735209740000.0,0.0,3438853.0,0.3238,24.649999999999977,-2.0496083550913897,0.0,0,2005
2005-10-28,RELIANCE,EQ,750.3,755.0,758.65,737.5,742.5,741.6,747.79,6151358,459990684345000.0,0.0,1430600.0,0.2326,21.149999999999977,-1.7748344370860898,0.0,0,2005
2005-10-31,RELIANCE,EQ,741.6,737.5,764.9,737.5,764.5,762.5,751.79,4756595,357595150085000.0,0.0,1826003.0,0.3839,27.399999999999977,3.389830508474576,0.0,0,2005
2005-11-01,RELIANCE,EQ,762.5,777.0,779.9,762.25,763.0,766.2,767.98,1681989,129174034834999.98,0.0,401674.0,0.2387999999999999,17.649999999999977,-1.389961389961384,0.0,0,2005
2005-11-02,RELIANCE,EQ,766.2,763.75,779.4,756.75,778.95,777.7,767.98,5151546,395626611305000.0,0.0,2140889.0,0.4156,22.649999999999977,1.8265139116203004,0.0,0,2005
2005-11-07,RELIANCE,EQ,777.7,764.9,790.7,764.9,787.15,788.0,783.77,5107087,400278811100000.0,0.0,1962784.0,0.3843,25.800000000000068,3.0200026147208816,0.0,0,2005
2005-11-08,RELIANCE,EQ,788.0,795.0,795.0,782.5,794.25,790.45,789.52,4346779,343185074090000.0,0.0,1734622.0,0.3990999999999999,12.5,-0.5723270440251514,0.0,0,2005
2005-11-09,RELIANCE,EQ,790.45,792.0,800.9,787.1,792.95,791.15,793.49,4251918,337383339275000.0,0.0,749327.0,0.1762,13.799999999999955,-0.10732323232323521,0.0,0,2005
2005-11-10,RELIANCE,EQ,791.15,793.4,795.35,783.1,785.0,785.7,787.39,3218286,253406214655000.03,0.0,939675.0,0.292,12.25,-0.9705066801109065,0.0,0,2005
2005-11-11,RELIANCE,EQ,785.7,787.0,804.25,787.0,795.8,795.4,796.62,5028746,400598453870000.0,0.0,1287063.0,0.2559,17.25,1.0673443456162615,0.0,0,2005
2005-11-14,RELIANCE,EQ,795.4,795.0,803.0,786.1,800.0,798.45,795.72,3211746,255564250750000.0,0.0,833800.0,0.2596,16.899999999999977,0.4339622641509491,0.0,0,2005
2005-11-16,RELIANCE,EQ,798.45,801.0,819.0,801.0,817.2,817.45,810.74,5774378,468153086805000.0,0.0,2105370.0,0.3646,18.0,2.0536828963795313,0.0,0,2005
2005-11-17,RELIANCE,EQ,817.45,735.0,831.95,735.0,829.65,829.3,824.38,5972178,492335116520000.0,0.0,1929556.0,0.3231,96.95000000000005,12.82993197278911,0.0,0,2005
2005-11-18,RELIANCE,EQ,829.3,831.95,835.0,823.6,825.15,826.15,830.0,3716134,308437747000000.0,0.0,1010576.0,0.2719,11.399999999999977,-0.697157281086612,0.0,0,2005
2005-11-21,RELIANCE,EQ,826.15,826.0,833.85,820.8,829.25,829.05,828.41,5147798,426447723090000.0,0.0,1866458.0,0.3626,13.050000000000068,0.36924939467311796,0.0,0,2005
2005-11-22,RELIANCE,EQ,829.05,829.6,838.95,815.0,819.0,819.3,829.46,6855478,568635609350000.0,0.0,2291306.0,0.3342,23.950000000000045,-1.2415621986499599,0.0,0,2005
2005-11-23,RELIANCE,EQ,819.3,821.0,833.9,818.65,832.0,832.0,827.1,5759902,476402609370000.0,0.0,1805037.0,0.3134,15.25,1.3398294762484775,0.0,0,2005
2005-11-24,RELIANCE,EQ,832.0,833.0,848.4,833.0,844.5,844.1,840.14,5858457,492194743040000.0,0.0,2145918.0,0.3663,15.399999999999977,1.3325330132052848,0.0,0,2005
2005-11-25,RELIANCE,EQ,844.1,846.0,846.0,836.35,843.0,842.65,840.89,4698762,395112156545000.0,0.0,1418282.0,0.3018,9.649999999999977,-0.3959810874704518,0.0,0,2005
2005-11-26,RELIANCE,EQ,842.65,844.0,848.0,842.15,848.0,845.9,844.97,791677,66894626365000.0,0.0,215711.0,0.2725,5.850000000000023,0.22511848341231958,0.0,0,2005
2005-11-28,RELIANCE,EQ,845.9,846.0,850.0,842.75,847.4,847.9,847.23,3755074,318141753940000.0,0.0,1810340.0,0.4821,7.25,0.22458628841607298,0.0,0,2005
2005-11-29,RELIANCE,EQ,847.9,849.2,865.85,840.6,847.4,848.15,851.06,8083545,687955356280000.0,0.0,3134842.0,0.3878,25.25,-0.12364578426755395,0.0,0,2005
2005-11-30,RELIANCE,EQ,848.15,850.2,855.45,829.1,831.1,832.7,845.88,6347408,536911816880000.0,0.0,2216642.0,0.3492,26.350000000000023,-2.058339214302517,0.0,0,2005
2005-12-01,RELIANCE,EQ,832.7,833.0,843.3,830.25,840.8,839.55,836.53,6078658,508496785770000.0,0.0,2323275.0,0.3822,13.049999999999955,0.7863145258103187,0.0,0,2005
2005-12-02,RELIANCE,EQ,839.55,842.0,849.2,835.0,837.35,839.4,843.64,4049241,341608921315000.0,0.0,1196238.0,0.2954,14.200000000000045,-0.30878859857482455,0.0,0,2005
2005-12-05,RELIANCE,EQ,839.4,847.0,851.9,836.0,842.5,840.25,843.98,3841846,324245212315000.0,0.0,815837.0,0.2123999999999999,15.899999999999977,-0.7969303423848878,0.0,0,2005
2005-12-06,RELIANCE,EQ,840.25,842.0,846.8,830.0,837.7,836.75,838.42,5034572,422110193765000.0,0.0,1526083.0,0.3031,16.799999999999955,-0.6235154394299287,0.0,0,2005
2005-12-07,RELIANCE,EQ,836.75,840.0,849.9,829.0,845.45,843.45,837.21,5278514,441920909635000.06,0.0,1928962.0,0.3654,20.899999999999977,0.41071428571429114,0.0,0,2005
2005-12-08,RELIANCE,EQ,843.45,850.0,852.2,835.25,847.3,846.15,841.44,4734900,398411938420000.0,0.0,1710982.0,0.3614,16.950000000000045,-0.45294117647059096,0.0,0,2005
2005-12-09,RELIANCE,EQ,846.15,840.0,864.9,840.0,864.35,863.35,858.68,6477762,556231131225000.0,0.0,2390643.0,0.3691,24.899999999999977,2.7797619047619073,0.0,0,2005
2005-12-12,RELIANCE,EQ,863.35,866.1,873.4,860.05,860.45,863.2,867.85,2668744,231607615800000.0,0.0,963177.0,0.3609,13.350000000000023,-0.33483431474425324,0.0,0,2005
2005-12-13,RELIANCE,EQ,863.2,865.9,874.5,859.3,871.2,871.6,868.68,4009892,348332999320000.0,0.0,1517137.0,0.3782999999999999,15.200000000000045,0.6582746275551502,0.0,0,2005
2005-12-14,RELIANCE,EQ,871.6,870.15,873.4,856.0,858.0,861.95,864.05,3952919,341553010550000.0,0.0,1657142.0,0.4192,17.399999999999977,-0.9423662586910224,0.0,0,2005
2005-12-15,RELIANCE,EQ,861.95,864.0,864.9,839.1,847.75,845.25,851.07,5272788,448752265805000.0,0.0,2447829.0,0.4642,25.799999999999955,-2.170138888888889,0.0,0,2005
2005-12-16,RELIANCE,EQ,845.25,850.0,854.0,842.1,852.55,849.35,847.2,4827054,408948642160000.0,0.0,1965809.0,0.4072,11.899999999999977,-0.07647058823529145,0.0,0,2005
2005-12-19,RELIANCE,EQ,849.35,854.0,861.5,854.0,856.6,857.15,858.12,2442801,209622308695000.0,0.0,1154797.0,0.4727,7.5,0.36885245901639074,0.0,0,2005
2005-12-20,RELIANCE,EQ,857.15,859.8,866.7,852.25,854.0,854.55,858.15,3623424,310943519580000.0,0.0,1139323.0,0.3144,14.450000000000045,-0.6106071179344034,0.0,0,2005
2005-12-21,RELIANCE,EQ,854.55,856.1,863.4,849.05,860.5,860.15,856.76,3759130,322066194975000.0,0.0,1238251.0,0.3293999999999999,14.350000000000023,0.473075575283256,0.0,0,2005
2005-12-22,RELIANCE,EQ,860.15,864.0,869.75,853.2,855.0,855.95,860.72,5728800,493086661535000.06,0.0,2020020.0,0.3525999999999999,16.549999999999955,-0.9317129629629576,0.0,0,2005
2005-12-23,RELIANCE,EQ,855.95,855.0,860.0,840.2,845.0,842.9,847.67,5808569,492375939880000.0,0.0,3052117.0,0.5255,19.799999999999955,-1.4152046783625758,0.0,0,2005
2005-12-26,RELIANCE,EQ,842.9,840.0,841.9,827.0,833.5,832.7,831.18,5323102,442447079000000.0,0.0,2474475.0,0.4649,14.899999999999977,-0.8690476190476135,0.0,0,2005
2005-12-27,RELIANCE,EQ,832.7,835.0,869.9,828.15,866.0,866.9,850.62,5892643,501239577865000.0,0.0,2506790.0,0.4254,41.75,3.8203592814371232,0.0,0,2005
2005-12-28,RELIANCE,EQ,866.9,870.0,889.9,868.0,870.0,872.5,879.57,10837449,953228062340000.0,0.0,3962314.0,0.3656,21.899999999999977,0.28735632183908044,0.0,0,2005
2005-12-29,RELIANCE,EQ,872.5,868.0,895.0,868.0,894.75,891.1,886.27,9084303,805111928510000.0,0.0,3789835.0,0.4172,27.0,2.6612903225806477,0.0,0,2005
2005-12-30,RELIANCE,EQ,891.1,898.0,900.85,885.25,888.9,889.3,894.68,4947825,442673290925000.0,0.0,2216092.0,0.4479,15.600000000000023,-0.9688195991091365,0.0,0,2005
2006-01-02,RELIANCE,EQ,889.3,893.0,902.0,890.15,899.45,897.85,896.56,3661821,328304499860000.0,0.0,1312425.0,0.3584,11.850000000000023,0.543113101903698,0.0,0,2006
2006-01-03,RELIANCE,EQ,897.85,899.5,923.9,896.0,919.0,920.0,909.48,4904724,446074806895000.0,0.0,1903778.0,0.3882,27.899999999999977,2.2790439132851583,0.0,0,2006
2006-01-04,RELIANCE,EQ,920.0,921.0,936.0,920.0,929.55,929.85,929.47,4320968,401621731445000.0,0.0,1472159.0,0.3407,16.0,0.9609120521172663,0.0,0,2006
2006-01-05,RELIANCE,EQ,929.85,933.0,936.0,920.0,920.9,921.7,925.73,5308620,491433273825000.0,0.0,2149650.0,0.4049,16.0,-1.2111468381564796,0.0,0,2006
2006-01-06,RELIANCE,EQ,921.7,921.7,931.45,913.1,919.35,920.7,922.62,6359000,586690970490000.0,0.0,2778314.0,0.4369,18.350000000000023,-0.10849517196484756,0.0,0,2006
2006-01-09,RELIANCE,EQ,920.7,923.0,925.5,906.2,908.9,910.15,916.05,6239710,571585729730000.0,0.0,2716741.0,0.4354,19.299999999999955,-1.3921993499458312,0.0,0,2006
2006-01-10,RELIANCE,EQ,910.15,909.0,910.0,888.25,892.6,894.1,897.4,9600147,861514413029999.9,0.0,3342308.0,0.3482,21.75,-1.6391639163916367,0.0,0,2006
2006-01-12,RELIANCE,EQ,894.1,863.1,897.0,863.1,887.25,886.85,883.99,19677679,1739494834700000.0,0.0,10046864.0,0.5106,33.89999999999998,2.751708956088518,0.0,0,2006
2006-01-13,RELIANCE,EQ,886.85,889.95,897.0,883.05,883.55,885.15,889.09,10131698,900796873245000.0,0.0,5522014.0,0.545,13.950000000000045,-0.5393561436035809,0.0,0,2006
2006-01-16,RELIANCE,EQ,885.15,888.0,888.0,864.2,875.0,872.95,870.88,15377084,1339157993120000.0,0.0,8757767.0,0.5695,23.799999999999955,-1.6948198198198146,0.0,0,2006
2006-01-17,RELIANCE,EQ,872.95,875.25,937.0,872.05,926.9,928.5,913.9,45149329,4126204574145000.0,0.0,19472120.0,0.4313,64.95000000000005,6.083976006855185,0.0,1,2006
2006-01-18,RELIANCE,EQ,928.5,580.1,727.4,580.1,693.55,693.7,709.07,61000245,4325343601425000.0,0.0,0.0,0.0,147.29999999999995,19.58283054645751,0.0,1,2006
2006-01-19,RELIANCE,EQ,693.7,700.0,729.65,691.4,705.5,704.5,699.65,10171960,711680768120000.0,0.0,0.0,0.0,38.25,0.6428571428571428,0.0,0,2006
2006-01-20,RELIANCE,EQ,704.5,707.0,709.4,702.0,703.5,704.2,705.41,3859831,272276902265000.0,0.0,0.0,0.0,7.399999999999977,-0.3960396039603896,0.0,0,2006
2006-01-23,RELIANCE,EQ,704.2,702.0,706.0,694.0,705.6,702.35,700.17,4174933,292315287765000.0,0.0,0.0,0.0,12.0,0.04985754985755309,0.0,0,2006
2006-01-24,RELIANCE,EQ,702.35,710.0,714.0,688.95,695.6,693.45,699.77,11312904,791643455770000.0,0.0,0.0,0.0,25.049999999999955,-2.3309859154929513,0.0,0,2006
2006-01-25,RELIANCE,EQ,693.45,696.0,699.8,685.0,690.5,688.4,691.46,13377596,925005926385000.0,0.0,25177359.0,0.2423,14.799999999999955,-1.091954022988509,0.0,0,2006
2006-01-27,RELIANCE,EQ,688.4,694.9,703.2,694.8,698.95,698.65,698.68,6279370,438726521735000.06,0.0,3974157.0,0.6329,8.400000000000091,0.5396459922290977,0.0,0,2006
2006-01-30,RELIANCE,EQ,698.65,700.0,718.2,700.0,710.6,711.05,712.46,7256981,517027796340000.0,0.0,2761628.0,0.3805,18.200000000000045,1.5785714285714223,0.0,0,2006
2006-01-31,RELIANCE,EQ,711.05,708.4,719.8,708.4,713.1,713.9,714.52,6209049,443649914390000.0,0.0,2465711.0,0.3971,11.399999999999977,0.7763975155279503,0.0,0,2006
2006-02-01,RELIANCE,EQ,713.9,714.6,718.8,701.0,706.95,704.8,711.77,4938137,351484025730000.0,0.0,2030042.0,0.4111,17.799999999999955,-1.3713965855023884,0.0,0,2006
2006-02-02,RELIANCE,EQ,704.8,709.9,715.9,701.0,710.05,708.65,707.23,5022425,355201544145000.0,0.0,2091881.0,0.4165,14.899999999999977,-0.17608113818847726,0.0,0,2006
2006-02-03,RELIANCE,EQ,708.65,707.0,707.0,695.0,696.95,696.6,701.0,3429300,240395530230000.03,0.0,1060908.0,0.3094,12.0,-1.4710042432814678,0.0,0,2006
2006-02-06,RELIANCE,EQ,696.6,695.0,722.75,683.5,720.95,720.35,711.72,9525852,677978553590000.0,0.0,4088237.0,0.4292,39.25,3.6474820143884923,0.0,0,2006
2006-02-07,RELIANCE,EQ,720.35,720.55,723.5,706.5,721.0,720.55,717.01,6801747,487691600705000.0,0.0,2512914.0,0.3695,17.0,0.0,0.0,0,2006
2006-02-08,RELIANCE,EQ,720.55,719.95,722.0,714.0,715.05,716.5,717.38,6750630,484277548200000.0,0.0,3448161.0,0.5108,8.0,-0.47919994444059244,0.0,0,2006
2006-02-10,RELIANCE,EQ,716.5,715.0,723.55,715.0,720.0,719.6,716.78,5166270,370309208295000.0,0.0,3367292.0,0.6518,8.549999999999955,0.6433566433566466,0.0,0,2006
2006-02-13,RELIANCE,EQ,719.6,715.0,721.0,715.0,715.7,716.8,717.2,3170840,227411905315000.0,0.0,1994284.0,0.6289,6.0,0.2517482517482454,0.0,0,2006
2006-02-14,RELIANCE,EQ,716.8,715.0,724.35,712.1,714.25,714.2,716.51,6607308,473421791035000.06,0.0,4058975.0,0.6143,12.25,-0.11188811188810553,0.0,0,2006
2006-02-15,RELIANCE,EQ,714.2,712.1,718.9,696.5,698.0,701.8,704.0,7659167,539207127845000.0,0.0,4028534.0,0.526,22.399999999999977,-1.4464260637551,0.0,0,2006
2006-02-16,RELIANCE,EQ,701.8,701.8,709.4,694.05,697.5,697.05,701.14,4058936,284586884945000.0,0.0,2200679.0,0.5422,15.350000000000023,-0.676831005984611,0.0,0,2006
2006-02-17,RELIANCE,EQ,697.05,703.0,707.5,690.0,693.0,693.15,695.86,4632076,322326666340000.0,0.0,1976219.0,0.4266,17.5,-1.4011379800853518,0.0,0,2006
2006-02-20,RELIANCE,EQ,693.15,694.0,703.45,689.0,701.9,702.05,696.62,3226110,224736375835000.0,0.0,1443274.0,0.4474,14.450000000000045,1.1599423631123853,0.0,0,2006
2006-02-21,RELIANCE,EQ,702.05,702.05,706.0,694.3,698.25,697.75,702.1,3360389,235931688855000.03,0.0,1683000.0,0.5008,11.700000000000045,-0.6124919877501538,0.0,0,2006
2006-02-22,RELIANCE,EQ,697.75,699.25,705.5,698.0,702.0,703.95,702.9,2935983,206370132340000.0,0.0,1182043.0,0.4026,7.5,0.6721487307829883,0.0,0,2006
2006-02-23,RELIANCE,EQ,703.95,705.0,706.85,695.05,700.5,700.35,699.75,6211541,434652878045000.0,0.0,3396586.0,0.5468000000000001,11.800000000000068,-0.6595744680851031,0.0,0,2006
2006-02-24,RELIANCE,EQ,700.35,702.0,707.4,699.0,702.0,702.85,702.76,2401313,168755226915000.0,0.0,910202.0,0.379,8.399999999999977,0.12108262108262433,0.0,0,2006
2006-02-27,RELIANCE,EQ,702.85,703.0,705.85,697.0,700.05,700.1,700.13,5398936,377998242150000.0,0.0,3809352.0,0.7056,8.850000000000023,-0.41251778093883035,0.0,0,2006
2006-02-28,RELIANCE,EQ,700.1,703.75,714.9,695.3,708.0,708.85,705.98,7720791,545073992845000.0,0.0,3159493.0,0.4092,19.600000000000023,0.7246891651865042,0.0,0,2006
2006-03-01,RELIANCE,EQ,708.85,708.0,713.9,702.1,707.1,708.25,707.84,4523549,320196378460000.0,0.0,2396426.0,0.5297999999999999,11.799999999999955,0.03531073446327684,0.0,0,2006
2006-03-02,RELIANCE,EQ,708.25,710.0,719.0,707.0,710.25,713.15,713.67,3821962,272762951890000.0,0.0,1422325.0,0.3721,12.0,0.44366197183098266,0.0,0,2006
2006-03-03,RELIANCE,EQ,713.15,715.0,718.0,708.25,717.0,715.75,713.56,4185425,298656015440000.0,0.0,2278839.0,0.5445000000000001,9.75,0.1048951048951049,0.0,0,2006
2006-03-06,RELIANCE,EQ,715.75,717.0,733.9,717.0,731.2,732.2,726.13,6130529,445156285335000.06,0.0,3497091.0,0.5704,16.899999999999977,2.1199442119944276,0.0,0,2006
2006-03-07,RELIANCE,EQ,732.2,733.3,740.0,729.0,730.5,732.5,735.02,5395169,396554830135000.0,0.0,2915643.0,0.5404,11.0,-0.10909586799399353,0.0,0,2006
2006-03-08,RELIANCE,EQ,732.5,733.0,733.0,711.65,720.55,719.9,722.28,7028288,507637084805000.0,0.0,4012413.0,0.5709000000000001,21.350000000000023,-1.7871759890859513,0.0,0,2006
2006-03-09,RELIANCE,EQ,719.9,724.0,728.7,711.5,725.0,726.75,722.61,4618646,333745940300000.0,0.0,2391961.0,0.5179,17.200000000000045,0.3798342541436464,0.0,0,2006
2006-03-10,RELIANCE,EQ,726.75,731.0,737.9,727.15,730.0,731.45,732.61,3455455,253150154980000.03,0.0,1972232.0,0.5708,10.75,0.06155950752394603,0.0,0,2006
2006-03-13,RELIANCE,EQ,731.45,731.5,741.25,731.0,733.45,735.35,736.52,3966001,292105605690000.0,0.0,2688751.0,0.6779999999999999,10.25,0.5263157894736873,0.0,0,2006
2006-03-14,RELIANCE,EQ,735.35,734.0,746.5,729.15,740.5,742.5,739.03,3737688,276224782950000.0,0.0,1802415.0,0.4822,17.350000000000023,1.1580381471389645,0.0,0,2006
2006-03-16,RELIANCE,EQ,742.5,745.0,770.0,742.5,770.0,768.5,760.85,8821809,671203288945000.0,0.0,5560982.0,0.6304,27.5,3.1543624161073827,0.0,0,2006
2006-03-17,RELIANCE,EQ,768.5,770.0,781.95,763.1,774.05,775.05,773.59,6390433,494359032480000.0,0.0,3331489.0,0.5213,18.850000000000023,0.6558441558441499,0.0,0,2006
2006-03-20,RELIANCE,EQ,775.05,776.7,780.0,770.5,779.6,778.05,775.22,2482378,192438125700000.0,0.0,1139419.0,0.459,9.5,0.17381228273463487,0.0,0,2006
2006-03-21,RELIANCE,EQ,778.05,780.0,795.0,774.5,781.0,780.45,785.31,4370763,343241826965000.0,0.0,1998649.0,0.4573,20.5,0.05769230769231352,0.0,0,2006
2006-03-22,RELIANCE,EQ,780.45,782.95,786.5,758.6,769.5,772.5,775.68,5109676,396345061325000.0,0.0,2338161.0,0.4576,27.899999999999977,-1.3346957021521226,0.0,0,2006
2006-03-23,RELIANCE,EQ,772.5,781.5,784.45,768.65,775.6,777.35,777.46,3868446,300756332605000.0,0.0,1631169.0,0.4217,15.800000000000068,-0.5310300703774763,0.0,0,2006
2006-03-24,RELIANCE,EQ,777.35,776.0,785.0,776.0,782.55,782.2,781.4,2825935,220818898860000.0,0.0,1565441.0,0.554,9.0,0.7989690721649543,0.0,0,2006
2006-03-27,RELIANCE,EQ,782.2,786.0,797.7,786.0,791.0,794.35,792.79,3052370,241989865510000.0,0.0,1644225.0,0.5387,11.700000000000045,1.0623409669211226,0.0,0,2006
2006-03-28,RELIANCE,EQ,794.35,795.0,797.0,787.6,792.0,790.85,791.6,1832302,145044161575000.0,0.0,724930.0,0.3956,9.399999999999977,-0.5220125786163493,0.0,0,2006
2006-03-29,RELIANCE,EQ,790.85,796.0,797.8,787.25,794.25,793.75,793.29,1847797,146584631095000.0,0.0,806801.0,0.4366,10.549999999999955,-0.2826633165829146,0.0,0,2006
2006-03-30,RELIANCE,EQ,793.75,796.0,806.9,788.0,792.5,795.7,800.12,3259099,260768534045000.0,0.0,1470938.0,0.4513,18.899999999999977,-0.03768844221104956,0.0,0,2006
2006-03-31,RELIANCE,EQ,795.7,799.95,808.0,788.0,796.0,795.35,800.88,8352073,668901633495000.0,0.0,6248770.0,0.7482,20.0,-0.5750359397462369,0.0,0,2006
2006-04-03,RELIANCE,EQ,795.35,801.0,833.0,801.0,832.0,828.8,823.54,5031936,414401117000000.0,0.0,2351551.0,0.4673,32.0,3.470661672908858,0.0,0,2006
