Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Price Range,Price Change %,Turnover per Trade,Anomaly,Year
2000-02-04,RELIANCE,EQ,341.65,344.0,347.35,341.7,342.75,344.15,344.87,7106910,245093117850000.0,0.0,0.0,0.0,5.650000000000034,0.043604651162784086,0.0,0,2000
2000-02-07,RELIANCE,EQ,344.15,341.1,349.45,338.05,343.0,343.6,345.9,8193641,283415414590000.0,0.0,0.0,0.0,11.399999999999977,0.732922896511287,0.0,0,2000
2000-02-08,RELIANCE,EQ,343.6,345.5,346.9,341.05,342.1,342.4,344.0,6430661,221214659235000.0,0.0,0.0,0.0,5.849999999999966,-0.8972503617945073,0.0,0,2000
2000-02-09,RELIANCE,EQ,342.4,349.0,354.65,344.8,346.7,350.4,350.02,11436821,400308862560000.0,0.0,0.0,0.0,9.849999999999966,0.4011461318051511,0.0,0,2000
2000-02-10,RELIANCE,EQ,350.4,348.8,363.8,344.9,363.0,355.75,352.92,10792579,380886496820000.0,0.0,0.0,0.0,18.900000000000034,1.9925458715596298,0.0,0,2000
2000-02-11,RELIANCE,EQ,355.75,364.0,374.0,360.05,361.4,363.3,366.5,8155627,298899719775000.0,0.0,0.0,0.0,13.949999999999989,-0.19230769230768918,0.0,0,2000
2000-02-14,RELIANCE,EQ,363.3,359.0,360.9,350.0,350.8,352.1,355.41,5127399,182230982625000.0,0.0,0.0,0.0,10.899999999999977,-1.9220055710306345,0.0,0,2000
2000-02-15,RELIANCE,EQ,352.1,352.0,354.4,342.05,343.5,344.35,348.97,8124337,283512695225000.0,0.0,0.0,0.0,12.349999999999966,-2.1732954545454484,0.0,0,2000
2000-02-16,RELIANCE,EQ,344.35,350.0,353.8,343.1,346.75,348.15,348.91,7876392,274815741525000.0,0.0,0.0,0.0,10.699999999999989,-0.5285714285714351,0.0,0,2000
2000-02-17,RELIANCE,EQ,348.15,347.7,356.8,347.5,355.4,354.55,353.61,7670820,271245358435000.0,0.0,0.0,0.0,9.300000000000011,1.970089157319535,0.0,0,2000
2000-02-18,RELIANCE,EQ,354.55,356.9,357.95,348.0,350.3,349.45,353.11,5030667,177638929900000.0,0.0,0.0,0.0,9.949999999999989,-2.087419445222748,0.0,0,2000
2000-02-21,RELIANCE,EQ,349.45,348.4,352.0,341.65,344.0,345.65,347.65,2944404,102362029135000.0,0.0,0.0,0.0,10.350000000000023,-0.7893226176808268,0.0,0,2000
2000-02-22,RELIANCE,EQ,345.65,346.0,347.0,332.5,335.25,334.35,338.6,7192242,243527061335000.0,0.0,0.0,0.0,14.5,-3.3670520231213805,0.0,0,2000
2000-02-23,RELIANCE,EQ,334.35,344.7,344.7,327.3,330.0,329.8,336.8,4831725,162732064455000.0,0.0,0.0,0.0,17.399999999999977,-4.322599361763846,0.0,0,2000
2000-02-24,RELIANCE,EQ,329.8,332.9,340.7,329.3,339.0,336.75,336.11,5663873,190370496045000.0,0.0,0.0,0.0,11.399999999999977,1.156503454490845,0.0,0,2000
2000-02-25,RELIANCE,EQ,336.75,341.4,342.9,326.1,326.9,328.6,334.39,3912097,130814752575000.0,0.0,0.0,0.0,16.799999999999955,-3.7492677211482,0.0,0,2000
2000-02-28,RELIANCE,EQ,328.6,324.85,337.25,310.0,337.25,333.1,326.95,5026004,164326970280000.0,0.0,0.0,0.0,27.25,2.5396336770817296,0.0,0,2000
2000-02-29,RELIANCE,EQ,333.1,337.9,342.85,306.45,309.5,310.85,330.53,9970107,329542178650000.0,0.0,0.0,0.0,36.400000000000034,-8.00532701982834,0.0,0,2000
2000-03-01,RELIANCE,EQ,310.85,315.0,329.85,299.0,317.25,316.8,313.87,10765888,337906497250000.0,0.0,0.0,0.0,30.850000000000023,0.5714285714285751,0.0,0,2000
2000-03-02,RELIANCE,EQ,316.8,318.85,322.0,291.5,291.5,291.75,304.69,12536245,381964228030000.0,0.0,0.0,0.0,30.5,-8.4992943390309,0.0,0,2000
2000-03-03,RELIANCE,EQ,291.75,286.1,286.1,268.45,268.45,268.45,272.37,4636776,126293615445000.0,0.0,0.0,0.0,17.650000000000034,-6.1691716183152865,0.0,0,2000
2000-03-06,RELIANCE,EQ,268.45,268.45,283.85,247.0,254.7,253.95,266.91,10430713,278402377635000.0,0.0,0.0,0.0,36.85000000000002,-5.401378282734215,0.0,0,2000
2000-03-07,RELIANCE,EQ,253.95,257.0,259.0,240.0,244.5,242.3,247.15,9560450,236287027980000.03,0.0,0.0,0.0,19.0,-5.719844357976649,0.0,0,2000
2000-03-08,RELIANCE,EQ,242.3,246.9,250.5,230.0,234.3,232.95,240.78,7256376,174718646065000.0,0.0,0.0,0.0,20.5,-5.650060753341441,0.0,0,2000
2000-03-09,RELIANCE,EQ,232.95,235.9,242.4,224.15,230.9,231.3,232.51,5545792,128944788695000.0,0.0,0.0,0.0,18.25,-1.9499788045782087,0.0,0,2000
2000-03-10,RELIANCE,EQ,231.3,234.0,234.8,214.6,218.4,216.85,223.16,6597169,147221505515000.0,0.0,0.0,0.0,20.200000000000017,-7.329059829059832,0.0,0,2000
2000-03-13,RELIANCE,EQ,216.85,219.9,229.5,200.3,203.3,203.2,217.37,10765401,234002328445000.0,0.0,0.0,0.0,29.19999999999999,-7.594361073215106,0.0,0,2000
2000-03-14,RELIANCE,EQ,203.2,205.5,219.5,197.15,219.0,219.2,212.29,10106318,214543732900000.0,0.0,0.0,0.0,22.349999999999994,6.666666666666661,0.0,0,2000
2000-03-15,RELIANCE,EQ,219.2,224.0,236.75,216.0,236.75,236.75,232.23,5711222,132630862170000.0,0.0,0.0,0.0,20.75,5.691964285714286,0.0,0,2000
2000-03-16,RELIANCE,EQ,236.75,239.5,247.8,230.1,235.5,234.85,238.54,10564295,252003482820000.0,0.0,0.0,0.0,17.700000000000017,-1.9415448851774555,0.0,0,2000
2000-03-21,RELIANCE,EQ,234.85,238.8,242.8,227.6,242.5,237.9,234.11,6838036,160082425405000.0,0.0,0.0,0.0,15.200000000000017,-0.3768844221105551,0.0,0,2000
2000-03-22,RELIANCE,EQ,237.9,245.0,248.5,241.2,243.0,243.4,244.58,4931613,120616711855000.0,0.0,0.0,0.0,7.300000000000011,-0.6530612244897936,0.0,0,2000
2000-03-23,RELIANCE,EQ,243.4,245.25,245.8,238.55,239.95,240.95,241.32,4286132,103431890200000.0,0.0,0.0,0.0,7.25,-1.7533129459735013,0.0,0,2000
2000-03-24,RELIANCE,EQ,240.95,239.2,242.95,237.65,242.9,240.6,240.45,2637850,63428128350000.0,0.0,0.0,0.0,5.299999999999983,0.5852842809364572,0.0,0,2000
2000-03-27,RELIANCE,EQ,240.6,243.0,259.85,243.0,259.85,259.85,255.4,4141666,105778281730000.0,0.0,0.0,0.0,16.850000000000023,6.934156378600832,0.0,0,2000
2000-03-28,RELIANCE,EQ,259.85,263.1,280.65,263.1,280.65,280.65,272.15,7026761,191234217185000.0,0.0,0.0,0.0,17.549999999999955,6.6704675028506095,0.0,0,2000
2000-03-29,RELIANCE,EQ,280.65,284.8,289.9,269.0,271.25,271.3,278.5,10277833,286236474835000.0,0.0,0.0,0.0,20.899999999999977,-4.740168539325842,0.0,0,2000
2000-03-30,RELIANCE,EQ,271.3,269.0,293.0,258.3,293.0,293.0,278.4,17168324,477960439640000.0,0.0,0.0,0.0,34.69999999999999,8.921933085501859,0.0,0,2000
2000-03-31,RELIANCE,EQ,293.0,297.0,316.45,280.1,316.45,316.45,303.93,19704184,598878330850000.0,0.0,0.0,0.0,36.349999999999966,6.548821548821546,0.0,0,2000
2000-04-03,RELIANCE,EQ,316.45,327.65,333.7,318.1,328.0,328.6,325.8,21353020,695677026520000.0,0.0,0.0,0.0,15.599999999999966,0.2899435373111691,0.0,0,2000
2000-04-04,RELIANCE,EQ,328.6,326.0,326.0,302.35,302.35,302.35,310.24,13530488,419770267100000.0,0.0,0.0,0.0,23.649999999999977,-7.254601226993858,0.0,0,2000
2000-04-05,RELIANCE,EQ,302.35,303.4,312.0,278.25,301.0,302.25,296.71,25186375,747306745375000.0,0.0,0.0,0.0,33.75,-0.37903757415951794,0.0,0,2000
2000-04-06,RELIANCE,EQ,302.25,303.0,326.45,302.55,326.45,326.15,312.99,16239068,508267356925000.0,0.0,0.0,0.0,23.899999999999977,7.640264026402632,0.0,0,2000
2000-04-07,RELIANCE,EQ,326.15,329.8,352.25,329.8,352.25,352.25,347.35,11686144,405922497740000.0,0.0,0.0,0.0,22.44999999999999,6.8071558520315305,0.0,0,2000
2000-04-10,RELIANCE,EQ,352.25,369.9,380.0,359.5,363.45,364.55,369.31,22110719,816580635140000.0,0.0,0.0,0.0,20.5,-1.4463368477966927,0.0,0,2000
2000-04-11,RELIANCE,EQ,364.55,358.0,359.0,346.5,358.0,353.75,353.38,9759550,344879844220000.0,0.0,0.0,0.0,12.5,-1.1871508379888267,0.0,0,2000
2000-04-12,RELIANCE,EQ,353.75,357.0,360.0,334.4,335.4,337.95,346.8,17263869,598704507000000.0,0.0,0.0,0.0,25.600000000000023,-5.336134453781516,0.0,0,2000
2000-04-13,RELIANCE,EQ,337.95,331.1,331.1,310.95,310.95,310.95,311.28,225213,7010414384999.999,0.0,0.0,0.0,20.150000000000034,-6.085774690425863,0.0,0,2000
2000-04-17,RELIANCE,EQ,310.95,286.1,300.8,286.1,297.0,298.4,293.04,15931668,466854818265000.0,0.0,0.0,0.0,14.699999999999989,4.299196085284849,0.0,0,2000
2000-04-18,RELIANCE,EQ,298.4,297.1,308.9,294.0,299.0,300.05,302.75,8775778,265688479630000.03,0.0,0.0,0.0,14.899999999999977,0.9929316728374246,0.0,0,2000
2000-04-19,RELIANCE,EQ,300.05,307.7,324.05,303.1,316.0,314.85,314.54,16293725,512502404705000.0,0.0,0.0,0.0,20.94999999999999,2.3236919077023184,0.0,0,2000
2000-04-20,RELIANCE,EQ,314.85,313.0,340.05,309.25,340.05,337.75,323.07,19387991,626363285220000.0,0.0,0.0,0.0,30.80000000000001,7.907348242811501,0.0,0,2000
2000-04-24,RELIANCE,EQ,337.75,346.0,360.6,323.0,323.6,336.95,348.95,17618258,614797367160000.0,0.0,0.0,0.0,37.60000000000002,-2.6156069364161882,0.0,0,2000
2000-04-25,RELIANCE,EQ,336.95,322.3,339.5,311.65,333.0,332.05,320.47,15809540,506643614405000.0,0.0,0.0,0.0,27.850000000000023,3.0251318647223084,0.0,0,2000
2000-04-26,RELIANCE,EQ,332.05,340.0,358.65,340.0,358.65,357.95,352.57,16998445,599321341545000.0,0.0,0.0,0.0,18.649999999999977,5.279411764705879,0.0,0,2000
2000-04-27,RELIANCE,EQ,357.95,360.8,366.0,338.3,343.5,345.65,352.56,29547592,1041726567675000.0,0.0,0.0,0.0,27.69999999999999,-4.199002217294909,0.0,0,2000
2000-04-28,RELIANCE,EQ,345.65,347.5,351.9,340.3,344.4,345.05,346.2,13426369,464815822700000.0,0.0,0.0,0.0,11.599999999999966,-0.7050359712230183,0.0,0,2000
2000-05-02,RELIANCE,EQ,345.05,348.0,354.65,325.25,329.3,329.15,337.06,16424665,553606285890000.0,0.0,0.0,0.0,29.399999999999977,-5.416666666666673,0.0,0,2000
2000-05-03,RELIANCE,EQ,329.15,327.0,333.85,309.2,331.0,328.0,324.41,13760253,446389965345000.0,0.0,0.0,0.0,24.650000000000034,0.3058103975535168,0.0,0,2000
2000-05-04,RELIANCE,EQ,328.0,331.0,342.95,331.0,336.25,337.2,338.54,11327281,383473568370000.0,0.0,0.0,0.0,11.949999999999989,1.873111782477338,0.0,0,2000
2000-05-05,RELIANCE,EQ,337.2,338.5,341.55,328.1,335.0,335.35,335.31,11144621,373692746030000.0,0.0,0.0,0.0,13.449999999999989,-0.9305760709010272,0.0,0,2000
2000-05-08,RELIANCE,EQ,335.35,331.0,337.0,322.3,324.25,324.0,328.5,5891336,193527553490000.0,0.0,0.0,0.0,14.699999999999989,-2.1148036253776437,0.0,0,2000
2000-05-09,RELIANCE,EQ,324.0,321.5,331.85,318.4,330.25,328.35,324.01,6136642,198830996290000.0,0.0,0.0,0.0,13.450000000000045,2.130637636080878,0.0,0,2000
2000-05-10,RELIANCE,EQ,328.35,330.0,334.9,323.3,324.1,325.25,329.48,6652614,219190556160000.0,0.0,0.0,0.0,11.599999999999966,-1.4393939393939394,0.0,0,2000
2000-05-11,RELIANCE,EQ,325.25,324.05,324.05,314.0,318.5,316.75,318.6,6428965,204825659010000.0,0.0,0.0,0.0,10.050000000000011,-2.252738774880423,0.0,0,2000
2000-05-12,RELIANCE,EQ,316.75,319.6,322.5,313.3,317.6,315.9,318.08,4135346,131536992859999.98,0.0,0.0,0.0,9.199999999999989,-1.1576971214017664,0.0,0,2000
2000-05-15,RELIANCE,EQ,315.9,312.05,324.7,306.5,318.6,319.5,315.42,5797353,182858003840000.0,0.0,0.0,0.0,18.19999999999999,2.387437910591248,0.0,0,2000
2000-05-16,RELIANCE,EQ,319.5,320.0,321.9,315.0,318.5,317.4,317.47,3133472,99478319420000.0,0.0,0.0,0.0,6.899999999999977,-0.8125000000000071,0.0,0,2000
2000-05-17,RELIANCE,EQ,317.4,320.9,328.4,316.25,319.0,318.85,324.18,7802567,252942171430000.03,0.0,0.0,0.0,12.149999999999977,-0.6388282954191196,0.0,0,2000
2000-05-18,RELIANCE,EQ,318.85,318.0,319.75,307.1,309.25,310.1,313.25,5382755,168616876165000.0,0.0,0.0,0.0,12.649999999999977,-2.4842767295597414,0.0,0,2000
2000-05-19,RELIANCE,EQ,310.1,308.0,319.05,307.25,315.0,315.6,313.99,7967132,250160607070000.0,0.0,0.0,0.0,11.800000000000011,2.467532467532475,0.0,0,2000
